"sound.files","start","end","counts","duration","rate","minute"
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",660,720,22,60,0.366666666666667,12
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",720,780,11,60,0.183333333333333,13
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",780,840,36,60,0.6,14
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",840,900,51,60,0.85,15
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",900,960,55,60,0.916666666666667,16
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",960,1020,10,60,0.166666666666667,17
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 101.wav",1020,1054.34317,15,34.3431700000001,0.436768067711861,18
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",0,60,1,60,0.0166666666666667,1
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",60,120,0,60,0,2
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",120,180,132,60,2.2,3
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",180,240,248,60,4.13333333333333,4
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",240,300,269,60,4.48333333333333,5
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",300,360,186,60,3.1,6
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",360,420,211,60,3.51666666666667,7
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",420,480,178,60,2.96666666666667,8
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",480,540,155,60,2.58333333333333,9
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",540,600,96,60,1.6,10
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",600,660,102,60,1.7,11
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",660,720,189,60,3.15,12
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",720,780,153,60,2.55,13
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",780,840,134,60,2.23333333333333,14
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",840,900,103,60,1.71666666666667,15
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",900,960,148,60,2.46666666666667,16
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",960,1020,115,60,1.91666666666667,17
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 115.wav",1020,1040.90829,20,20.9082900000001,0.956558379475315,18
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",0,60,11,60,0.183333333333333,1
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",60,120,40,60,0.666666666666667,2
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",120,180,136,60,2.26666666666667,3
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",180,240,182,60,3.03333333333333,4
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",240,300,104,60,1.73333333333333,5
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",300,360,60,60,1,6
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",360,420,78,60,1.3,7
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",420,480,33,60,0.55,8
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",480,540,72,60,1.2,9
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",540,600,56,60,0.933333333333333,10
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",600,660,47,60,0.783333333333333,11
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",660,720,47,60,0.783333333333333,12
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",720,780,23,60,0.383333333333333,13
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",780,840,34,60,0.566666666666667,14
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",840,900,73,60,1.21666666666667,15
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",900,960,68,60,1.13333333333333,16
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",960,1020,52,60,0.866666666666667,17
"B_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 110.wav",1020,1048.28109,25,28.2810899999999,0.883982901649125,18
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",0,60,36,60,0.6,1
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",60,120,37,60,0.616666666666667,2
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",120,180,37,60,0.616666666666667,3
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",180,240,27,60,0.45,4
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",240,300,22,60,0.366666666666667,5
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",300,360,28,60,0.466666666666667,6
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",360,420,10,60,0.166666666666667,7
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",420,480,12,60,0.2,8
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",480,540,3,60,0.05,9
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",540,600,18,60,0.3,10
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",600,660,14,60,0.233333333333333,11
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",660,720,6,60,0.1,12
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",720,780,5,60,0.0833333333333333,13
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",780,840,16,60,0.266666666666667,14
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",840,900,9,60,0.15,15
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",900,960,6,60,0.1,16
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",960,1020,7,60,0.116666666666667,17
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 127.wav",1020,1045.200895,15,25.2008949999999,0.595216955588285,18
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",0,60,5,60,0.0833333333333333,1
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",60,120,10,60,0.166666666666667,2
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",120,180,146,60,2.43333333333333,3
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",180,240,213,60,3.55,4
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",240,300,151,60,2.51666666666667,5
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",300,360,116,60,1.93333333333333,6
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",360,420,112,60,1.86666666666667,7
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",420,480,62,60,1.03333333333333,8
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",480,540,78,60,1.3,9
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",540,600,45,60,0.75,10
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",600,660,43,60,0.716666666666667,11
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",660,720,30,60,0.5,12
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",720,780,54,60,0.9,13
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",780,840,36,60,0.6,14
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",840,900,38,60,0.633333333333333,15
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",900,960,0,60,0,16
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",960,1020,0,60,0,17
"B_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 id 128.wav",1020,1061.912575,0,41.9125750000001,0,18
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 id 97.wav",0,60,0,60,0,1
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 id 97.wav",60,120,0,60,0,2
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 id 97.wav",120,180,0,60,0,3
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 id 97.wav",180,240,0,60,0,4
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 id 97.wav",240,300,0,60,0,5
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 id 97.wav",300,300.875775,0,0.875774999999976,0,6
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 147.wav",0,60,0,60,0,1
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 147.wav",60,120,0,60,0,2
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 147.wav",120,180,0,60,0,3
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 147.wav",180,240,0,60,0,4
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 147.wav",240,300,0,60,0,5
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 147.wav",300,300.77747,0,0.777469999999994,0,6
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 129.wav",0,60,11,60,0.183333333333333,1
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 129.wav",60,120,34,60,0.566666666666667,2
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 129.wav",120,180,18,60,0.3,3
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 129.wav",180,240,36,60,0.6,4
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 129.wav",240,300,11,60,0.183333333333333,5
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 129.wav",300,300.77747,0,0.777469999999994,0,6
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 id 122.wav",0,60,0,60,0,1
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 id 122.wav",60,120,4,60,0.0666666666666667,2
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 id 122.wav",120,180,2,60,0.0333333333333333,3
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 id 122.wav",180,240,3,60,0.05,4
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 id 122.wav",240,300,2,60,0.0333333333333333,5
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 id 122.wav",300,300.67917,0,0.679169999999999,0,6
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005 106.wav",0,60,0,60,0,1
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005 106.wav",60,120,0,60,0,2
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005 106.wav",120,180,0,60,0,3
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005 106.wav",180,240,0,60,0,4
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005 106.wav",240,300,0,60,0,5
"C_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005 106.wav",300,300.67917,0,0.679169999999999,0,6
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",0,60,0,60,0,1
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",60,120,0,60,0,2
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",120,180,37,60,0.616666666666667,3
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",180,240,226,60,3.76666666666667,4
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",240,300,251,60,4.18333333333333,5
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",300,360,190,60,3.16666666666667,6
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",360,420,155,60,2.58333333333333,7
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",420,480,153,60,2.55,8
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",480,540,75,60,1.25,9
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",540,600,85,60,1.41666666666667,10
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",600,660,57,60,0.95,11
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",660,720,91,60,1.51666666666667,12
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",720,780,89,60,1.48333333333333,13
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",780,840,66,60,1.1,14
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",840,900,48,60,0.8,15
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",900,960,20,60,0.333333333333333,16
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",960,1020,16,60,0.266666666666667,17
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 97.wav",1020,1054.34317,12,34.3431700000001,0.349414454169489,18
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",0,60,1,60,0.0166666666666667,1
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",60,120,0,60,0,2
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",120,180,59,60,0.983333333333333,3
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",180,240,57,60,0.95,4
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",240,300,51,60,0.85,5
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",300,360,23,60,0.383333333333333,6
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",360,420,35,60,0.583333333333333,7
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",420,480,24,60,0.4,8
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",480,540,44,60,0.733333333333333,9
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",540,600,30,60,0.5,10
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",600,660,48,60,0.8,11
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",660,720,21,60,0.35,12
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",720,780,8,60,0.133333333333333,13
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",780,840,34,60,0.566666666666667,14
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",840,900,32,60,0.533333333333333,15
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",900,960,17,60,0.283333333333333,16
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",960,1020,9,60,0.15,17
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 147.wav",1020,1040.90829,5,20.9082900000001,0.239139594868829,18
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",0,60,6,60,0.1,1
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",60,120,3,60,0.05,2
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",120,180,136,60,2.26666666666667,3
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",180,240,126,60,2.1,4
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",240,300,139,60,2.31666666666667,5
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",300,360,114,60,1.9,6
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",360,420,137,60,2.28333333333333,7
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",420,480,147,60,2.45,8
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",480,540,227,60,3.78333333333333,9
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",540,600,111,60,1.85,10
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",600,660,181,60,3.01666666666667,11
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",660,720,127,60,2.11666666666667,12
