"sound.files","start","end","counts","duration","rate","minute"
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",720,780,59,60,0.983333333333333,13
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",780,840,84,60,1.4,14
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",840,900,78,60,1.3,15
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",900,960,40,60,0.666666666666667,16
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",960,1020,31,60,0.516666666666667,17
"C_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id 129.wav",1020,1048.28109,18,28.2810899999999,0.63646768918737,18
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",0,60,1,60,0.0166666666666667,1
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",60,120,20,60,0.333333333333333,2
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",120,180,104,60,1.73333333333333,3
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",180,240,53,60,0.883333333333333,4
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",240,300,48,60,0.8,5
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",300,360,50,60,0.833333333333333,6
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",360,420,46,60,0.766666666666667,7
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",420,480,41,60,0.683333333333333,8
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",480,540,37,60,0.616666666666667,9
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",540,600,11,60,0.183333333333333,10
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",600,660,26,60,0.433333333333333,11
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",660,720,17,60,0.283333333333333,12
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",720,780,21,60,0.35,13
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",780,840,10,60,0.166666666666667,14
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",840,900,21,60,0.35,15
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",900,960,5,60,0.0833333333333333,16
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",960,1020,7,60,0.116666666666667,17
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 122.wav",1020,1045.200895,14,25.2008949999999,0.555535825215733,18
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",0,60,0,60,0,1
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",60,120,0,60,0,2
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",120,180,166,60,2.76666666666667,3
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",180,240,47,60,0.783333333333333,4
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",240,300,79,60,1.31666666666667,5
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",300,360,89,60,1.48333333333333,6
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",360,420,21,60,0.35,7
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",420,480,70,60,1.16666666666667,8
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",480,540,64,60,1.06666666666667,9
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",540,600,74,60,1.23333333333333,10
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",600,660,47,60,0.783333333333333,11
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",660,720,67,60,1.11666666666667,12
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",720,780,37,60,0.616666666666667,13
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",780,840,46,60,0.766666666666667,14
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",840,900,41,60,0.683333333333333,15
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",900,960,69,60,1.15,16
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",960,1020,22,60,0.366666666666667,17
"C_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005 106.wav",1020,1061.912575,30,41.9125750000001,0.715775635355259,18
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 93.wav",0,60,12,60,0.2,1
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 93.wav",60,120,1,60,0.0166666666666667,2
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 93.wav",120,180,0,60,0,3
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 93.wav",180,240,0,60,0,4
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 93.wav",240,300,0,60,0,5
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-14-59_0000001 93.wav",300,300.875775,0,0.875774999999976,0,6
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 123.wav",0,60,0,60,0,1
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 123.wav",60,120,0,60,0,2
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 123.wav",120,180,0,60,0,3
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 123.wav",180,240,0,60,0,4
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 123.wav",240,300,1,60,0.0166666666666667,5
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-24-11_0000002 id 123.wav",300,300.77747,0,0.777469999999994,0,6
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 116.wav",0,60,1,60,0.0166666666666667,1
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 116.wav",60,120,0,60,0,2
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 116.wav",120,180,0,60,0,3
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 116.wav",180,240,0,60,0,4
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 116.wav",240,300,0,60,0,5
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-33-21_0000003 id 116.wav",300,300.77747,0,0.777469999999994,0,6
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 105.wav",0,60,6,60,0.1,1
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 105.wav",60,120,12,60,0.2,2
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 105.wav",120,180,2,60,0.0333333333333333,3
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 105.wav",180,240,3,60,0.05,4
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 105.wav",240,300,1,60,0.0166666666666667,5
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-42-22_0000004 105.wav",300,300.67917,4,0.679169999999999,5.88954164642137,6
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005.wav",0,60,0,60,0,1
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005.wav",60,120,0,60,0,2
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005.wav",120,180,0,60,0,3
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005.wav",180,240,0,60,0,4
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005.wav",240,300,0,60,0,5
"D_Campo_Abierto_M2Cuido_Materno2023-09-27_10-51-17_0000005.wav",300,300.67917,0,0.679169999999999,0,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",0,60,0,60,0,1
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",60,120,0,60,0,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",120,180,96,60,1.6,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",180,240,173,60,2.88333333333333,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",240,300,134,60,2.23333333333333,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",300,360,129,60,2.15,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",360,420,208,60,3.46666666666667,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",420,480,111,60,1.85,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",480,540,93,60,1.55,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",540,600,174,60,2.9,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",600,660,132,60,2.2,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",660,720,120,60,2,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",720,780,62,60,1.03333333333333,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",780,840,33,60,0.55,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",840,900,74,60,1.23333333333333,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",900,960,121,60,2.01666666666667,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",960,1020,62,60,1.03333333333333,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 93.wav",1020,1054.34317,32,34.3431700000001,0.931771877785304,18
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",0,60,0,60,0,1
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",60,120,0,60,0,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",120,180,165,60,2.75,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",180,240,271,60,4.51666666666667,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",240,300,240,60,4,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",300,360,233,60,3.88333333333333,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",360,420,167,60,2.78333333333333,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",420,480,79,60,1.31666666666667,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",480,540,114,60,1.9,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",540,600,130,60,2.16666666666667,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",600,660,168,60,2.8,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",660,720,137,60,2.28333333333333,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",720,780,150,60,2.5,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",780,840,123,60,2.05,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",840,900,2,60,0.0333333333333333,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",900,960,127,60,2.11666666666667,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",960,1020,145,60,2.41666666666667,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-30-11_0000002 id 123.wav",1020,1040.90829,30,20.9082900000001,1.43483756921297,18
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",0,60,0,60,0,1
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",60,120,1,60,0.0166666666666667,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",120,180,238,60,3.96666666666667,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",180,240,255,60,4.25,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",240,300,175,60,2.91666666666667,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",300,360,107,60,1.78333333333333,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",360,420,185,60,3.08333333333333,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",420,480,141,60,2.35,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",480,540,138,60,2.3,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",540,600,112,60,1.86666666666667,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",600,660,88,60,1.46666666666667,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",660,720,95,60,1.58333333333333,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",720,780,48,60,0.8,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",780,840,52,60,0.866666666666667,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",840,900,70,60,1.16666666666667,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",900,960,99,60,1.65,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",960,1020,42,60,0.7,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_08-53-54_0000003 id116.wav",1020,1048.28109,1,28.2810899999999,0.035359316065965,18
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",0,60,118,60,1.96666666666667,1
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",60,120,165,60,2.75,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",120,180,146,60,2.43333333333333,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",180,240,179,60,2.98333333333333,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",240,300,142,60,2.36666666666667,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",300,360,148,60,2.46666666666667,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",360,420,155,60,2.58333333333333,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",420,480,158,60,2.63333333333333,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",480,540,150,60,2.5,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",540,600,145,60,2.41666666666667,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",600,660,103,60,1.71666666666667,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",660,720,108,60,1.8,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",720,780,124,60,2.06666666666667,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",780,840,121,60,2.01666666666667,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",840,900,76,60,1.26666666666667,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",900,960,96,60,1.6,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",960,1020,113,60,1.88333333333333,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-18-15_0000004 id 105.wav",1020,1045.200895,24,25.2008949999999,0.952347128941256,18
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",0,60,1,60,0.0166666666666667,1
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",60,120,0,60,0,2
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",120,180,0,60,0,3
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",180,240,0,60,0,4
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",240,300,0,60,0,5
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",300,360,0,60,0,6
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",360,420,0,60,0,7
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",420,480,0,60,0,8
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",480,540,0,60,0,9
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",540,600,0,60,0,10
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",600,660,0,60,0,11
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",660,720,0,60,0,12
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",720,780,0,60,0,13
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",780,840,0,60,0,14
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",840,900,0,60,0,15
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",900,960,0,60,0,16
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",960,1020,0,60,0,17
"D_Interaccion_social_M2Cuido_Materno2023-09-27_09-41-51_0000005.wav",1020,1061.912575,0,41.9125750000001,0,18
